Event,Search Source,Newspaper,Article Title,Duplicate,Report Date,Report Year,Article Text Search - water quality,Article Text Search - invasive species,Article Text Search - conservation,Article Text Search - drought,Article Text Search - flood,Article Text Search - ground water depletion,Article Text Search - depletion,Article Text Search - infrastructure,Article Text Search - fish passage,Article Text Search - instream water rights,Article Text Search - water rights,Article Text Search - intergovernmental,Article Text Search - water transfers,Article Text Search - navigation,Article Text Search - fish,Article Text Search - invasive,Article Text Search - diversion,Article Text Search - water diversion,Article Text Search - instream,Article Text Search - aquatic
381,USGS401-450.docx,"The Sun (Yuma, Arizona)",The ebb and flow: California funds improvements to restore water quality of Salton Sea,FALSE,8-Aug-20,2020,2,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
382,USGS401-450.docx,The Gallup Independent (New Mexico),Navajo-Gallup water delay spurs problem-solving in arid Southwest,FALSE,12-May-21,2021,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
383,USGS401-450.docx,The Arizona Republic (Phoenix),Legislative priorities: Tackle water in 2016,FALSE,3-Jan-16,2016,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
384,USGS401-450.docx,"The Explorer (Tucson, Arizona)",Borrowing from the future: What an emerging megadrought means for the Southwest,TRUE,28-Apr-20,2020,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,USGS401-450.docx,Casa Grande Dispatch (AZ),What emerging megadrought means for Ariz.,FALSE,5-May-20,2020,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,USGS401-450.docx,The Associated Press,Some drought-imposed fishing limits lifted on Colorado River,TRUE,20-Jul-21,2021,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1
387,USGS401-450.docx,The Durango Herald (Colorado),Western states near deadline for Colorado River drought plan,TRUE,28-Jan-19,2019,0,0,1,15,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
388,USGS401-450.docx,Arizona Daily Star (Tucson),Humans make decades-long megadrought in Southwest one of the worst ever,FALSE,30-Apr-20,2020,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,USGS401-450.docx,The Associated Press State & Local Wire,"Big ideas, little hope in ideas to boost Vegas-area water supply",FALSE,12-Apr-08,2008,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
390,USGS401-450.docx,Associated Press State & Local,Some drought-imposed fishing limits lifted on Colorado River,TRUE,20-Jul-21,2021,0,0,1,3,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1
391,USGS401-450.docx,The Salt Lake Tribune,Glen Canyon Dam: 50 years of controversy,FALSE,30-May-07,2007,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,USGS401-450.docx,Peoria Independent (Arizona),City navigates toward uncertain water future; One certainty: Water costs will go up,FALSE,12-Jan-22,2022,1,0,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,USGS401-450.docx,The Arizona Republic (Phoenix),Facing down drought: We're in it together,FALSE,1-Mar-15,2015,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,USGS401-450.docx,"Ag Journal (La Junta, Colorado)","As water levels fall, collaborative partnerships rise",FALSE,17-Dec-21,2021,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,USGS401-450.docx,The Arizona Republic (Phoenix),"At shrinking Lake Mead, Harris touts Biden's plan; Backdrop underscores vice president's remarks about the urgency of the fight against climate change and the importance of water",FALSE,19-Oct-21,2021,1,0,2,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
396,USGS401-450.docx,The Arizona Republic (Phoenix),Candidates seek to guide groundwater group's governance,FALSE,30-Oct-16,2016,1,0,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
397,USGS401-450.docx,The Salt Lake Tribune,History hints at vast dry spells to come,FALSE,22-Feb-07,2007,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,USGS401-450.docx,The Arizona Republic (Phoenix),FLOWING INTO AN UNCERTAIN FUTURE,FALSE,13-Oct-13,2013,0,0,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
399,USGS401-450.docx,Arizona Daily Star (Tucson),Tucson not joining Colorado River cuts,FALSE,17-Dec-21,2021,1,0,4,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
400,USGS401-450.docx,Deseret Morning News (Salt Lake City),Appellate court upholds water rights diversion for planned nuclear power plant,FALSE,22-Jul-16,2016,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,3,0,0,0
401,USGS451-500.docx,The Arizona Republic (Phoenix),"Scientists see new risks in 'hot drought'; Warming may be primary driver behind much of the Colorado River's decline, researchers say",TRUE,19-Sep-18,2018,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,USGS451-500.docx,The Arizona Republic (Phoenix),Unnatural resource: The Grand Canyon's twisted ecology defines a tamed river's challenges,TRUE,21-Oct-18,2018,0,0,0,2,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,2
403,USGS451-500.docx,The Cortez Journal (Colorado),"Colorado compact; Drought, demand test historic water-use agreement",FALSE,1-Jan-08,2008,0,0,3,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
404,USGS451-500.docx,The Salt Lake Tribune,Teen growing up without exiled parents,FALSE,23-Dec-08,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,USGS451-500.docx,The Arizona Republic (Phoenix),Unnatural resource: The Grand Canyon's twisted ecology defines a tamed river's challenges,TRUE,21-Oct-18,2018,0,0,0,2,0,0,0,0,0,0,2,0,0,0,27,0,0,0,0,2
406,USGS451-500.docx,The San Diego Union-Tribune (California),"Lined canal ends seepage, saving water",FALSE,3-May-09,2009,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
407,USGS451-500.docx,The Gallup Independent (New Mexico),Navajo Nation victory in Colorado River water rights claim,FALSE,18-Dec-17,2017,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
408,USGS451-500.docx,Arizona Daily Star (Tucson),Where will Colorado River water savings come from?,FALSE,24-Oct-21,2021,1,0,10,9,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
409,USGS451-500.docx,The Arizona Republic (Phoenix),"Water crisis solutions will be costly, leaders warn; Colorado River drought 'may be the new normal,' one official says",FALSE,16-May-22,2022,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,USGS451-500.docx,"Mohave Valley Daily News (Bullhead City, Arizona)","Past, present, future all represented in 2018's top headlines",FALSE,31-Dec-18,2018,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
411,USGS451-500.docx,The Associated Press State & Local Wire,Colorado River rapid rises as Lake Mead shrinks,FALSE,9-May-09,2009,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,USGS451-500.docx,Deseret Morning News (Salt Lake City),Nevada taps Lake Mead and hunts for 'Utah' water,FALSE,14-May-12,2012,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,USGS451-500.docx,The Arizona Republic (Phoenix),"Slow to tee up water savings; Some Arizona golf courses oppose state's plan to reduce use of dwindling water supply, say their businesses would be harmed",FALSE,20-Jun-21,2021,2,0,9,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
414,USGS451-500.docx,Queen Creek Independent (Arizona),PRICE OF PRECIPITATION; As region grows EV leaders prepare for fewer acre-feet of Colorado River allocations,FALSE,1-Nov-18,2018,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,USGS451-500.docx,The Salt Lake Tribune,Study expected to lead to new insights about Great Salt Lake wetlands,FALSE,23-Dec-10,2010,6,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
416,USGS451-500.docx,The Salt Lake Tribune,Waste water: What caused Utah's massive toxic algae problem?,FALSE,6-Sep-16,2016,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
417,USGS451-500.docx,Associated Press State & Local,The Latest: EPA head to visit New Mexico to address spill,TRUE,13-Aug-15,2015,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
418,USGS451-500.docx,The Arizona Republic (Phoenix),"With dam operations in question, flood may help REVIVE A RIVER",FALSE,25-Feb-08,2008,0,0,0,0,8,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
419,USGS451-500.docx,The Durango Herald (Colorado),"Steve Fearn, co-founder of Animas River Stakeholders Group, dies at 74",FALSE,23-Apr-18,2018,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
420,USGS451-500.docx,The Associated Press,The Latest: EPA head to visit New Mexico to address spill,TRUE,13-Aug-15,2015,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
421,USGS451-500.docx,Apache Junction-Gold Canyon Independent (Arizona),WATER for the FUTURE; Regional Water Recharge Project partners seeking Apache Junction site,FALSE,31-Oct-18,2018,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,USGS451-500.docx,"Journal, The (Cortez, Dolores, Mancos, CO)",Animas River Stakeholders disband after 25 years of cleanups; Stakeholders worked to improve water quality for 25 years,FALSE,29-Aug-19,2019,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
423,USGS451-500.docx,Associated Press State & Local,Arizona lawmakers debate Colorado River drought plan,FALSE,30-Jan-19,2019,1,0,2,11,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0
424,USGS451-500.docx,Sierra Vista Herald (Arizona),Arizona water outlook not as dire as neighboring California,FALSE,7-Jun-15,2015,1,0,6,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
425,USGS451-500.docx,The Arizona Republic (Phoenix),Time to get creative,TRUE,1-Nov-15,2015,2,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
426,USGS451-500.docx,The Santa Fe New Mexican (New Mexico),Study: Groundwater in Colorado River Basin disappears at shocking rate,FALSE,25-Jul-14,2014,1,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
427,USGS451-500.docx,The Arizona Republic (Phoenix),Time to get creative,TRUE,1-Nov-15,2015,2,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,USGS451-500.docx,The Salt Lake Tribune,Commentary Partnerships key to protecting our best wild places,FALSE,30-May-19,2019,2,0,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
429,USGS451-500.docx,"The Sun (Yuma, Arizona)",Report: Cienega unchanged after desalting plant pilot run,FALSE,27-Jun-12,2012,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
430,USGS451-500.docx,The Arizona Republic (Phoenix),Time to get creative,TRUE,1-Nov-15,2015,2,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
431,USGS451-500.docx,The Durango Herald (Colorado),"Battered in recent years, the Animas has bounced back before",FALSE,4-Aug-18,2018,3,0,0,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,10
432,USGS451-500.docx,"The Sun (Yuma, Arizona)",Report reveals cienega unchanged after pilot run of Yuma Desalting Plant,FALSE,27-Jun-12,2012,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
433,USGS451-500.docx,The Arizona Republic (Phoenix),LAWSUIT TARGETS ARIZ. DAM;SAYS NATIVE FISH NEAR EXTINCTION,FALSE,17-Feb-06,2006,0,0,3,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
434,USGS451-500.docx,"The Sun (Yuma, Arizona)",Counting every drop: Study looks at water usage in Yuma agriculture,FALSE,28-Jun-15,2015,1,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0
435,USGS451-500.docx,Arizona Daily Star (Tucson),Colorado River outlook darkens dramatically in recent study,FALSE,8-Feb-21,2021,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
436,USGS451-500.docx,The Arizona Republic (Phoenix),Climate change is adding to drought's already wide-ranging role in declining water flows along the Colorado River,FALSE,23-Feb-17,2017,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,USGS451-500.docx,"Navajo Times (Window Rock, Arizona)","States, feds weigh next steps amid 'profound concerns' over dam levels",FALSE,28-Apr-22,2022,1,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
438,USGS451-500.docx,Arizona Daily Star (Tucson),City expectsit can ride out any deep CAP cuts; climate is a wild card,FALSE,21-Mar-21,2021,3,0,2,4,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
439,USGS451-500.docx,Arizona Daily Star (Tucson),Water leases at root of Colorado River tribes' recall,FALSE,22-Apr-18,2018,1,0,0,2,3,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0
440,USGS451-500.docx,Associated Press State & Local,California agencies at odds over Colorado River drought plan,TRUE,12-Mar-19,2019,0,0,2,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
441,USGS451-500.docx,The Durango Herald (Colorado),EPA chief confirms Animas is recovering; Calls for halt to mine cleanup across country,FALSE,12-Aug-15,2015,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,USGS451-500.docx,The Associated Press,California agencies at odds over Colorado River drought plan,TRUE,12-Mar-19,2019,0,0,2,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
443,USGS451-500.docx,Deseret Morning News (Salt Lake City),"Drought turns tide between Powell, Mead reservoirs",FALSE,11-Dec-10,2010,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,USGS451-500.docx,The Salt Lake Tribune,Arizona lawmakers will debate a Colorado River drought plan ahead of deadline,FALSE,31-Jan-19,2019,0,0,0,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
445,USGS451-500.docx,The Arizona Republic (Phoenix),"Bruce Babbitt is still at work; He played a central role in some of the country's biggest environmental decisions, took down dams, freed wolves and preserved wildlands",FALSE,18-Aug-19,2019,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,USGS451-500.docx,Deseret Morning News (Salt Lake City),Commission offers $1.8M to leave Colorado River untouched,FALSE,7-Oct-16,2016,1,0,3,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0
447,USGS451-500.docx,Seattle Times (Washington),"Bigger floodplain, bigger worries",FALSE,29-Nov-07,2007,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
448,USGS451-500.docx,Arizona Daily Star (Tucson),CAP pushes new drought proposal for Lake Mead protection,FALSE,19-Nov-18,2018,0,0,1,14,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
449,USGS451-500.docx,The Arizona Republic (Phoenix),States to sign drought plan for Colorado River today,TRUE,20-May-19,2019,0,0,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450,USGS451-500.docx,The Salt Lake Tribune,"90% of northern Utahs dust comes from shrinking lakes, BYU study finds",FALSE,13-Dec-19,2019,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
451,USGS501-550.docx,"The Sun (Yuma, Arizona)","Healing the river: Quechan, Yumans reconnect with the Colorado",FALSE,28-Jan-18,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,USGS501-550.docx,The Arizona Republic (Phoenix),Grand Canyon flood fattened up the fish; But food sources may dwindle later on,FALSE,19-Nov-18,2018,0,0,0,0,14,0,0,0,0,0,0,0,0,0,27,0,0,0,0,2
453,USGS501-550.docx,The Arizona Republic (Phoenix),States to sign drought plan for Colorado River today,TRUE,20-May-19,2019,0,0,4,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
454,USGS501-550.docx,The Arizona Republic (Phoenix),"An insecure supply; A lack of water will shape the future of central Arizona, especially Maricopa and Pinal counties",FALSE,27-Feb-20,2020,1,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0
455,USGS501-550.docx,Associated Press State & Local,Major Colorado River water user floats Arizona drought plan,FALSE,16-Nov-18,2018,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,USGS501-550.docx,"The Sun (Yuma, Arizona)","Group: Lower Colorado River ""most endangered""",FALSE,11-Apr-17,2017,1,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
457,USGS501-550.docx,The Salt Lake Tribune,Arizona starts talks on addressing dwindling Colorado River,TRUE,26-Jun-20,2020,1,0,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458,USGS501-550.docx,La Junta Tribune-Democrat (Colorado),Legal Notices,FALSE,12-Mar-12,2012,0,0,0,0,0,0,0,0,0,0,10,2,0,0,1,0,7,0,0,0
459,USGS501-550.docx,Associated Press State & Local,Arizona starts talks on addressing dwindling Colorado River,TRUE,25-Jun-20,2020,1,0,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
460,USGS501-550.docx,The Arizona Republic (Phoenix),"'Everything is drying up'; As natural springs on Hopi land decline, a sacred connection to water is threatened",FALSE,13-Dec-20,2020,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
461,USGS501-550.docx,The Salt Lake Tribune,"Lake Powell could become a dead pool as climate change, political wars and unabated growth drain its waters",FALSE,20-Jan-19,2019,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
462,USGS501-550.docx,Associated Press State & Local,US says 2 states must finish Colorado River drought plan,TRUE,2-Feb-19,2019,0,0,3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
463,USGS501-550.docx,The Associated Press State & Local Wire,Editorial Sampler,FALSE,13-Aug-07,2007,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0
464,USGS501-550.docx,The Associated Press,US says 2 states must finish Colorado River drought plan,TRUE,2-Feb-19,2019,0,0,3,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
465,USGS501-550.docx,The Arizona Republic (Phoenix),"Scientists see new risks in 'hot drought'; Warming may be primary driver behind much of the Colorado River's decline, researchers say",TRUE,19-Sep-18,2018,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,USGS501-550.docx,The Arizona Republic (Phoenix),Could sEAwater be the answer?,TRUE,31-Oct-15,2015,1,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467,USGS501-550.docx,Arizona Daily Star (Tucson),Colo. River water deficit constantly increasing,FALSE,9-May-22,2022,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,USGS501-550.docx,The Arizona Republic (Phoenix),Could sEAwater be the answer?,TRUE,31-Oct-15,2015,1,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
469,USGS501-550.docx,Deseret Morning News (Salt Lake City),Utah among states under Jan. 31 deadline to get drought deal,FALSE,14-Dec-18,2018,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
470,USGS501-550.docx,Arizona Daily Star (Tucson),Test run on water plant a success,FALSE,28-Jun-12,2012,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,USGS501-550.docx,The Salt Lake Tribune,"Utah, other Southwestern U.S. states get Jan. 31 deadline for drought deal",FALSE,14-Dec-18,2018,1,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
472,USGS501-550.docx,The Arizona Republic (Phoenix),"FOR SOME, AN END TO 'LAKE FOUL' NOT HARD TO IMAGINE",FALSE,15-Oct-13,2013,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,USGS501-550.docx,Associated Press State & Local,Southwestern US states get Jan. 31 deadline for drought deal,TRUE,13-Dec-18,2018,1,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
474,USGS501-550.docx,The Associated Press,Southwestern US states get Jan. 31 deadline for drought deal,TRUE,13-Dec-18,2018,1,0,4,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
475,USGS501-550.docx,"Journal, The (Cortez, Dolores, Mancos, CO)",One tribal nation could decide the fate of Arizona's drought plan,FALSE,29-Jan-19,2019,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
476,USGS501-550.docx,Associated Press State & Local,US official airs 'myths' on Colorado River water,FALSE,29-Aug-14,2014,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
477,USGS501-550.docx,Deseret Morning News (Salt Lake City),Officials testing mine sludge in San Juan River,FALSE,11-Aug-15,2015,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,USGS501-550.docx,The Arizona Republic (Phoenix),Bird-themed beer raises awareness of drought issues,FALSE,20-Aug-18,2018,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
479,USGS501-550.docx,The Arizona Republic (Phoenix),States agree on plan to make water last,FALSE,9-Dec-07,2007,0,0,3,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
480,USGS501-550.docx,The Coolidge Examiner (AZ),Cook finds new panel to approve $20M for Pinal farmers,TRUE,12-Mar-19,2019,0,0,2,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
481,USGS501-550.docx,Arizona Daily Star (Tucson),"Beavers return to delta after water release 'Farming nature' helps restore birds, trees in Colorado Delta",FALSE,23-Oct-16,2016,0,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
482,USGS501-550.docx,The Eloy Enterprise (AZ),Cook finds new panel to approve $20M for Pinal farmers,TRUE,12-Mar-19,2019,0,0,2,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
483,USGS501-550.docx,Maricopa Monitor (AZ),Pinal County farmers resist abrupt cutoff of Colorado River water,TRUE,9-Oct-18,2018,0,0,3,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
484,USGS501-550.docx,"Florence Reminder and Blade-Tribune (Coolidge, AZ)",Cook finds new panel to approve $20M for Pinal farmers,TRUE,12-Mar-19,2019,0,0,2,7,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
485,USGS501-550.docx,The Eloy Enterprise (AZ),Pinal County farmers resist abrupt cutoff of Colorado River water,TRUE,9-Oct-18,2018,0,0,3,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
486,USGS501-550.docx,"Journal, The (Cortez, Dolores, Mancos, CO)",Colorado land buys raise water speculation fears,FALSE,5-Mar-18,2018,0,0,2,1,0,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0
487,USGS501-550.docx,The Arizona Republic (Phoenix),"Follow the money; Overflowing with flaws, legislators should say yes and no",FALSE,20-Jan-19,2019,0,0,2,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
488,USGS501-550.docx,Associated Press State & Local,Cities hope to build reservoir near Holy Cross Wilderness,FALSE,13-Sep-20,2020,0,0,4,2,1,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1
489,USGS501-550.docx,The Durango Herald (Colorado),"For enviro groups, Gold King spill intensifies mission",FALSE,16-Dec-15,2015,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
490,USGS501-550.docx,The Arizona Republic (Phoenix),A blue revolution,TRUE,27-Oct-15,2015,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,USGS501-550.docx,The Durango Herald (Colorado),2018: A review of the news in La Plata County,FALSE,28-Dec-18,2018,0,0,1,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
492,USGS501-550.docx,The Arizona Republic (Phoenix),A blue revolution,TRUE,27-Oct-15,2015,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,USGS501-550.docx,Associated Press State & Local,6 states backed Colorado River plan; Arizona faces deadline,TRUE,28-Jan-19,2019,0,0,1,11,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
494,USGS501-550.docx,The Associated Press,6 states backed Colorado River plan; Arizona faces deadline,TRUE,28-Jan-19,2019,0,0,1,11,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
495,USGS501-550.docx,Arizona Daily Star (Tucson),CAP shortage declared,FALSE,17-Aug-21,2021,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
496,USGS501-550.docx,The Associated Press,APNewsBreak: Another rare fish pulled back from extinction,TRUE,4-Oct-18,2018,0,0,3,2,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
497,USGS501-550.docx,Associated Press State & Local,APNewsBreak: Another rare fish pulled back from extinction,TRUE,4-Oct-18,2018,0,0,3,2,3,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
498,USGS501-550.docx,Arizona Daily Star (Tucson),"AZ drought plan to spread the pain among developers, farms, cities, tribes",FALSE,3-Feb-19,2019,1,0,1,18,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
499,USGS501-550.docx,The Associated Press State & Local Wire,Feds to release preferred plan for Colorado River use,FALSE,7-Jun-07,2007,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,USGS501-550.docx,"Eastern Arizona Courier (Safford, Arizona)","Legislature, Ducey OK state drought plan",FALSE,31-Jan-19,2019,1,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
501,USGS51-100.docx,The Durango Herald (Colorado),This tiny plant shapes the Colorado River,FALSE,25-Feb-18,2018,1,0,2,1,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0
502,USGS51-100.docx,Arizona Daily Star (Tucson),Drought next doorhas Ariz. on edge ; Leaders fear California will talk feds into diverting water,FALSE,28-Jun-15,2015,0,0,3,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
503,USGS51-100.docx,Casa Grande Dispatch (AZ),Whats happening now with Colorado River drought plans?; Arizona did and didnt meet the deadline,FALSE,10-Feb-19,2019,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,USGS51-100.docx,Summit Daily News (Colorado),Summit County's State of the River event shows how Colorado leaders are working to protect dwindling water resources,FALSE,28-May-22,2022,1,0,0,3,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0
505,USGS51-100.docx,"Rio Blanco Herald Times (Meeker, Colorado)",Second annual White River Water Expo draws 100+,FALSE,23-Jan-20,2020,0,0,11,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0
506,USGS51-100.docx,The Arizona Republic (Phoenix),Our tribe should be able to lease water in Arizona,FALSE,6-Jan-22,2022,1,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
507,USGS51-100.docx,The Arizona Republic (Phoenix),"Arizona tribes seek to lease, conserve river water",FALSE,14-Dec-21,2021,0,0,3,8,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
508,USGS51-100.docx,Arizona Daily Star (Tucson),"On water, 3 states may be in for a jolt",FALSE,26-Dec-21,2021,0,0,3,2,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0
509,USGS51-100.docx,The Arizona Republic (Phoenix),Framework emerges of proposed water deal; States seek to sustain Colorado River reservoirs,FALSE,11-Oct-18,2018,1,0,1,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
